TOP.5ba22be0.00002f51	START
TOP.5ba24dfb.0001450c	user_options->keep_guessing	0
TOP.5ba24dfb.0001450c	user_options->kernel_accel	0
TOP.5ba24dfb.0001450c	user_options->kernel_loops	0
TOP.5ba24dfb.0001450c	user_options->keyspace	0
TOP.5ba24dfb.0001450c	user_options->left	0
TOP.5ba24dfb.0001450c	user_options->logfile_disable	0
TOP.5ba24dfb.0001450c	user_options->loopback	0
TOP.5ba24dfb.0001450c	user_options->machine_readable	0
TOP.5ba24dfb.0001450c	user_options->markov_classic	0
TOP.5ba24dfb.0001450c	user_options->markov_disable	0
TOP.5ba24dfb.0001450c	user_options->markov_threshold	256
TOP.5ba24dfb.0001450c	user_options->nvidia_spin_damp	100
TOP.5ba24dfb.0001450c	user_options->opencl_info	0
TOP.5ba24dfb.0001450c	user_options->opencl_vector_width	0
TOP.5ba24dfb.0001450c	user_options->optimized_kernel_enable	0
TOP.5ba24dfb.0001450c	user_options->outfile_autohex	1
TOP.5ba24dfb.0001450c	user_options->outfile_check_timer	5
TOP.5ba24dfb.0001450c	user_options->outfile_format	3
TOP.5ba24dfb.0001450c	user_options->wordlist_autohex_disable	0
TOP.5ba24dfb.0001450c	user_options->potfile_disable	0
TOP.5ba24dfb.0001450c	user_options->progress_only	0
TOP.5ba24dfb.0001450c	user_options->quiet	0
TOP.5ba24dfb.0001450c	user_options->remove	0
TOP.5ba24dfb.0001450c	user_options->remove_timer	60
TOP.5ba24dfb.0001450c	user_options->restore	0
TOP.5ba24dfb.0001450c	user_options->restore_disable	0
TOP.5ba24dfb.0001450c	user_options->restore_timer	60
TOP.5ba24dfb.0001450c	user_options->rp_files_cnt	0
TOP.5ba24dfb.0001450c	user_options->rp_gen	0
TOP.5ba24dfb.0001450c	user_options->rp_gen_func_max	4
TOP.5ba24dfb.0001450c	user_options->rp_gen_func_min	1
TOP.5ba24dfb.0001450c	user_options->rp_gen_seed	0
TOP.5ba24dfb.0001450c	user_options->runtime	0
TOP.5ba24dfb.0001450c	user_options->scrypt_tmto	0
TOP.5ba24dfb.0001450c	user_options->segment_size	33554432
TOP.5ba24dfb.0001450c	user_options->self_test_disable	0
TOP.5ba24dfb.0001450c	user_options->show	0
TOP.5ba24dfb.0001450c	user_options->speed_only	0
TOP.5ba24dfb.0001450c	user_options->status	0
TOP.5ba24dfb.0001450c	user_options->status_timer	10
TOP.5ba24dfb.0001450c	user_options->stdout_flag	0
TOP.5ba24dfb.0001450c	user_options->usage	0
TOP.5ba24dfb.0001450c	user_options->username	0
TOP.5ba24dfb.0001450c	user_options->veracrypt_pim	0
TOP.5ba24dfb.0001450c	user_options->version	0
TOP.5ba24dfb.0001450c	user_options->workload_profile	1
TOP.5ba24dfb.0001450c	proc_start	1537363451
TOP.5ba24dfb.0001450c	proc_stop	1537363451
TOP.5ba24dfb.0001450c	STOP
TOP.5ba24e23.0009b52c	START
TOP.5ba24e23.0009b52c	user_options->separator	:
TOP.5ba24e23.0009b52c	user_options->encoding_from	utf-8
TOP.5ba24e23.0009b52c	user_options->encoding_to	utf-8
TOP.5ba24e23.0009b52c	user_options->rule_buf_l	:
TOP.5ba24e23.0009b52c	user_options->rule_buf_r	:
TOP.5ba24e23.0009b52c	user_options->session	hashcat
TOP.5ba24e23.0009b52c	user_options->limit	0
TOP.5ba24e23.0009b52c	user_options->skip	0
TOP.5ba24e23.0009b52c	user_options->attack_mode	3
TOP.5ba24e23.0009b52c	user_options->benchmark	0
TOP.5ba24e23.0009b52c	user_options->benchmark_all	0
TOP.5ba24e23.0009b52c	user_options->bitmap_max	24
TOP.5ba24e23.0009b52c	user_options->bitmap_min	16
TOP.5ba24e23.0009b52c	user_options->debug_mode	0
TOP.5ba24e23.0009b52c	user_options->example_hashes	0
TOP.5ba24e23.0009b52c	user_options->force	0
TOP.5ba24e23.0009b52c	user_options->gpu_temp_abort	80
TOP.5ba24e23.0009b52c	user_options->gpu_temp_disable	0
TOP.5ba24e23.0009b52c	user_options->hash_mode	2500
TOP.5ba24e23.0009b52c	user_options->hex_charset	0
TOP.5ba24e23.0009b52c	user_options->hex_salt	0
TOP.5ba24e23.0009b52c	user_options->hex_wordlist	0
TOP.5ba24e23.0009b52c	user_options->increment	0
TOP.5ba24e23.0009b52c	user_options->increment_max	256
TOP.5ba24e23.0009b52c	user_options->increment_min	1
TOP.5ba24e23.0009b52c	user_options->keep_guessing	0
TOP.5ba24e23.0009b52c	user_options->kernel_accel	0
TOP.5ba24e23.0009b52c	user_options->kernel_loops	0
TOP.5ba24e23.0009b52c	user_options->keyspace	0
TOP.5ba24e23.0009b52c	user_options->left	0
TOP.5ba24e23.0009b52c	user_options->logfile_disable	0
TOP.5ba24e23.0009b52c	user_options->loopback	0
TOP.5ba24e23.0009b52c	user_options->machine_readable	0
TOP.5ba24e23.0009b52c	user_options->markov_classic	0
TOP.5ba24e23.0009b52c	user_options->markov_disable	0
TOP.5ba24e23.0009b52c	user_options->markov_threshold	256
TOP.5ba24e23.0009b52c	user_options->nvidia_spin_damp	100
TOP.5ba24e23.0009b52c	user_options->opencl_info	0
TOP.5ba24e23.0009b52c	user_options->opencl_vector_width	0
TOP.5ba24e23.0009b52c	user_options->optimized_kernel_enable	0
TOP.5ba24e23.0009b52c	user_options->outfile_autohex	1
TOP.5ba24e23.0009b52c	user_options->outfile_check_timer	5
TOP.5ba24e23.0009b52c	user_options->outfile_format	3
TOP.5ba24e23.0009b52c	user_options->wordlist_autohex_disable	0
TOP.5ba24e23.0009b52c	user_options->potfile_disable	0
TOP.5ba24e23.0009b52c	user_options->progress_only	0
TOP.5ba24e23.0009b52c	user_options->quiet	0
TOP.5ba24e23.0009b52c	user_options->remove	0
TOP.5ba24e23.0009b52c	user_options->remove_timer	60
TOP.5ba24e23.0009b52c	user_options->restore	0
TOP.5ba24e23.0009b52c	user_options->restore_disable	0
TOP.5ba24e23.0009b52c	user_options->restore_timer	60
TOP.5ba24e23.0009b52c	user_options->rp_files_cnt	0
TOP.5ba24e23.0009b52c	user_options->rp_gen	0
TOP.5ba24e23.0009b52c	user_options->rp_gen_func_max	4
TOP.5ba24e23.0009b52c	user_options->rp_gen_func_min	1
TOP.5ba24e23.0009b52c	user_options->rp_gen_seed	0
TOP.5ba24e23.0009b52c	user_options->runtime	0
TOP.5ba24e23.0009b52c	user_options->scrypt_tmto	0
TOP.5ba24e23.0009b52c	user_options->segment_size	33554432
TOP.5ba24e23.0009b52c	user_options->self_test_disable	0
TOP.5ba24e23.0009b52c	user_options->show	0
TOP.5ba24e23.0009b52c	user_options->speed_only	0
TOP.5ba24e23.0009b52c	user_options->status	0
TOP.5ba24e23.0009b52c	user_options->status_timer	10
TOP.5ba24e23.0009b52c	user_options->stdout_flag	0
TOP.5ba24e23.0009b52c	user_options->usage	0
TOP.5ba24e23.0009b52c	user_options->username	0
TOP.5ba24e23.0009b52c	user_options->veracrypt_pim	0
TOP.5ba24e23.0009b52c	user_options->version	0
TOP.5ba24e23.0009b52c	user_options->workload_profile	2
TOP.5ba24e23.0009b52c	proc_start	1537363491
TOP.5ba24e23.0009b52c	proc_stop	1537363492
TOP.5ba24e23.0009b52c	STOP
TOP.5ba24e53.000639b8	START
TOP.5ba24e53.000639b8	user_options->separator	:
TOP.5ba24e53.000639b8	user_options->encoding_from	utf-8
TOP.5ba24e53.000639b8	user_options->encoding_to	utf-8
TOP.5ba24e53.000639b8	user_options->rule_buf_l	:
TOP.5ba24e53.000639b8	user_options->rule_buf_r	:
TOP.5ba24e53.000639b8	user_options->session	hashcat
TOP.5ba24e53.000639b8	user_options->limit	0
TOP.5ba24e53.000639b8	user_options->skip	0
TOP.5ba24e53.000639b8	user_options->attack_mode	3
TOP.5ba24e53.000639b8	user_options->benchmark	0
TOP.5ba24e53.000639b8	user_options->benchmark_all	0
TOP.5ba24e53.000639b8	user_options->bitmap_max	24
TOP.5ba24e53.000639b8	user_options->bitmap_min	16
TOP.5ba24e53.000639b8	user_options->debug_mode	0
TOP.5ba24e53.000639b8	user_options->example_hashes	0
TOP.5ba24e53.000639b8	user_options->force	0
TOP.5ba24e53.000639b8	user_options->gpu_temp_abort	80
TOP.5ba24e53.000639b8	user_options->gpu_temp_disable	0
TOP.5ba24e53.000639b8	user_options->hash_mode	2500
TOP.5ba24e53.000639b8	user_options->hex_charset	0
TOP.5ba24e53.000639b8	user_options->hex_salt	0
TOP.5ba24e53.000639b8	user_options->hex_wordlist	0
TOP.5ba24e53.000639b8	user_options->increment	0
TOP.5ba24e53.000639b8	user_options->increment_max	256
TOP.5ba24e53.000639b8	user_options->increment_min	1
TOP.5ba24e53.000639b8	user_options->keep_guessing	0
TOP.5ba24e53.000639b8	user_options->kernel_accel	0
TOP.5ba24e53.000639b8	user_options->kernel_loops	0
TOP.5ba24e53.000639b8	user_options->keyspace	0
TOP.5ba24e53.000639b8	user_options->left	0
TOP.5ba24e53.000639b8	user_options->logfile_disable	0
TOP.5ba24e53.000639b8	user_options->loopback	0
TOP.5ba24e53.000639b8	user_options->machine_readable	0
TOP.5ba24e53.000639b8	user_options->markov_classic	0
TOP.5ba24e53.000639b8	user_options->markov_disable	0
TOP.5ba24e53.000639b8	user_options->markov_threshold	256
TOP.5ba24e53.000639b8	user_options->nvidia_spin_damp	100
TOP.5ba24e53.000639b8	user_options->opencl_info	0
TOP.5ba24e53.000639b8	user_options->opencl_vector_width	0
TOP.5ba24e53.000639b8	user_options->optimized_kernel_enable	0
TOP.5ba24e53.000639b8	user_options->outfile_autohex	1
TOP.5ba24e53.000639b8	user_options->outfile_check_timer	5
TOP.5ba24e53.000639b8	user_options->outfile_format	3
TOP.5ba24e53.000639b8	user_options->wordlist_autohex_disable	0
TOP.5ba24e53.000639b8	user_options->potfile_disable	0
TOP.5ba24e53.000639b8	user_options->progress_only	0
TOP.5ba24e53.000639b8	user_options->quiet	0
TOP.5ba24e53.000639b8	user_options->remove	0
TOP.5ba24e53.000639b8	user_options->remove_timer	60
TOP.5ba24e53.000639b8	user_options->restore	0
TOP.5ba24e53.000639b8	user_options->restore_disable	0
TOP.5ba24e53.000639b8	user_options->restore_timer	60
TOP.5ba24e53.000639b8	user_options->rp_files_cnt	0
TOP.5ba24e53.000639b8	user_options->rp_gen	0
TOP.5ba24e53.000639b8	user_options->rp_gen_func_max	4
TOP.5ba24e53.000639b8	user_options->rp_gen_func_min	1
TOP.5ba24e53.000639b8	user_options->rp_gen_seed	0
TOP.5ba24e53.000639b8	user_options->runtime	0
TOP.5ba24e53.000639b8	user_options->scrypt_tmto	0
TOP.5ba24e53.000639b8	user_options->segment_size	33554432
TOP.5ba24e53.000639b8	user_options->self_test_disable	0
TOP.5ba24e53.000639b8	user_options->show	0
TOP.5ba24e53.000639b8	user_options->speed_only	0
TOP.5ba24e53.000639b8	user_options->status	0
TOP.5ba24e53.000639b8	user_options->status_timer	10
TOP.5ba24e53.000639b8	user_options->stdout_flag	0
TOP.5ba24e53.000639b8	user_options->usage	0
TOP.5ba24e53.000639b8	user_options->username	0
TOP.5ba24e53.000639b8	user_options->veracrypt_pim	0
TOP.5ba24e53.000639b8	user_options->version	0
TOP.5ba24e53.000639b8	user_options->workload_profile	2
TOP.5ba24e53.000639b8	proc_start	1537363539
TOP.5ba24e53.000639b8	proc_stop	1537363539
TOP.5ba24e53.000639b8	STOP
TOP.5ba24e70.0005d646	START
TOP.5ba24e70.0005d646	user_options->separator	:
TOP.5ba24e70.0005d646	user_options->encoding_from	utf-8
TOP.5ba24e70.0005d646	user_options->encoding_to	utf-8
TOP.5ba24e70.0005d646	user_options->rule_buf_l	:
TOP.5ba24e70.0005d646	user_options->rule_buf_r	:
TOP.5ba24e70.0005d646	user_options->session	hashcat
TOP.5ba24e70.0005d646	user_options->limit	0
TOP.5ba24e70.0005d646	user_options->skip	0
TOP.5ba24e70.0005d646	user_options->attack_mode	3
TOP.5ba24e70.0005d646	user_options->benchmark	0
TOP.5ba24e70.0005d646	user_options->benchmark_all	0
TOP.5ba24e70.0005d646	user_options->bitmap_max	24
TOP.5ba24e70.0005d646	user_options->bitmap_min	16
TOP.5ba24e70.0005d646	user_options->debug_mode	0
TOP.5ba24e70.0005d646	user_options->example_hashes	0
TOP.5ba24e70.0005d646	user_options->force	0
TOP.5ba24e70.0005d646	user_options->gpu_temp_abort	85
TOP.5ba24e70.0005d646	user_options->gpu_temp_disable	0
TOP.5ba24e70.0005d646	user_options->hash_mode	2500
TOP.5ba24e70.0005d646	user_options->hex_charset	0
TOP.5ba24e70.0005d646	user_options->hex_salt	0
TOP.5ba24e70.0005d646	user_options->hex_wordlist	0
TOP.5ba24e70.0005d646	user_options->increment	0
TOP.5ba24e70.0005d646	user_options->increment_max	256
TOP.5ba24e70.0005d646	user_options->increment_min	1
TOP.5ba24e70.0005d646	user_options->keep_guessing	0
TOP.5ba24e70.0005d646	user_options->kernel_accel	0
TOP.5ba24e70.0005d646	user_options->kernel_loops	0
TOP.5ba24e70.0005d646	user_options->keyspace	0
TOP.5ba24e70.0005d646	user_options->left	0
TOP.5ba24e70.0005d646	user_options->logfile_disable	0
TOP.5ba24e70.0005d646	user_options->loopback	0
TOP.5ba24e70.0005d646	user_options->machine_readable	0
TOP.5ba24e70.0005d646	user_options->markov_classic	0
TOP.5ba24e70.0005d646	user_options->markov_disable	0
TOP.5ba24e70.0005d646	user_options->markov_threshold	256
TOP.5ba24e70.0005d646	user_options->nvidia_spin_damp	100
TOP.5ba24e70.0005d646	user_options->opencl_info	0
TOP.5ba24e70.0005d646	user_options->opencl_vector_width	0
TOP.5ba24e70.0005d646	user_options->optimized_kernel_enable	0
TOP.5ba24e70.0005d646	user_options->outfile_autohex	1
TOP.5ba24e70.0005d646	user_options->outfile_check_timer	5
TOP.5ba24e70.0005d646	user_options->outfile_format	3
TOP.5ba24e70.0005d646	user_options->wordlist_autohex_disable	0
TOP.5ba24e70.0005d646	user_options->potfile_disable	0
TOP.5ba24e70.0005d646	user_options->progress_only	0
TOP.5ba24e70.0005d646	user_options->quiet	0
TOP.5ba24e70.0005d646	user_options->remove	0
TOP.5ba24e70.0005d646	user_options->remove_timer	60
TOP.5ba24e70.0005d646	user_options->restore	0
TOP.5ba24e70.0005d646	user_options->restore_disable	0
TOP.5ba24e70.0005d646	user_options->restore_timer	60
TOP.5ba24e70.0005d646	user_options->rp_files_cnt	0
TOP.5ba24e70.0005d646	user_options->rp_gen	0
TOP.5ba24e70.0005d646	user_options->rp_gen_func_max	4
TOP.5ba24e70.0005d646	user_options->rp_gen_func_min	1
TOP.5ba24e70.0005d646	user_options->rp_gen_seed	0
TOP.5ba24e70.0005d646	user_options->runtime	0
TOP.5ba24e70.0005d646	user_options->scrypt_tmto	0
TOP.5ba24e70.0005d646	user_options->segment_size	33554432
TOP.5ba24e70.0005d646	user_options->self_test_disable	0
TOP.5ba24e70.0005d646	user_options->show	0
TOP.5ba24e70.0005d646	user_options->speed_only	0
TOP.5ba24e70.0005d646	user_options->status	0
TOP.5ba24e70.0005d646	user_options->status_timer	10
TOP.5ba24e70.0005d646	user_options->stdout_flag	0
TOP.5ba24e70.0005d646	user_options->usage	0
TOP.5ba24e70.0005d646	user_options->username	0
TOP.5ba24e70.0005d646	user_options->veracrypt_pim	0
TOP.5ba24e70.0005d646	user_options->version	0
TOP.5ba24e70.0005d646	user_options->workload_profile	2
TOP.5ba24e70.0005d646	proc_start	1537363568
TOP.5ba24e70.0005d646	proc_stop	1537363568
TOP.5ba24e70.0005d646	STOP
TOP.5ba24f02.00027f7d	START
TOP.5ba24f02.00027f7d	user_options->separator	:
TOP.5ba24f02.00027f7d	user_options->encoding_from	utf-8
TOP.5ba24f02.00027f7d	user_options->encoding_to	utf-8
TOP.5ba24f02.00027f7d	user_options->rule_buf_l	:
TOP.5ba24f02.00027f7d	user_options->rule_buf_r	:
TOP.5ba24f02.00027f7d	user_options->session	hashcat
TOP.5ba24f02.00027f7d	user_options->limit	0
TOP.5ba24f02.00027f7d	user_options->skip	0
TOP.5ba24f02.00027f7d	user_options->attack_mode	3
TOP.5ba24f02.00027f7d	user_options->benchmark	0
TOP.5ba24f02.00027f7d	user_options->benchmark_all	0
TOP.5ba24f02.00027f7d	user_options->bitmap_max	24
TOP.5ba24f02.00027f7d	user_options->bitmap_min	16
TOP.5ba24f02.00027f7d	user_options->debug_mode	0
TOP.5ba24f02.00027f7d	user_options->example_hashes	0
TOP.5ba24f02.00027f7d	user_options->force	0
TOP.5ba24f02.00027f7d	user_options->gpu_temp_abort	85
TOP.5ba24f02.00027f7d	user_options->gpu_temp_disable	0
TOP.5ba24f02.00027f7d	user_options->hash_mode	2500
TOP.5ba24f02.00027f7d	user_options->hex_charset	0
TOP.5ba24f02.00027f7d	user_options->hex_salt	0
TOP.5ba24f02.00027f7d	user_options->hex_wordlist	0
TOP.5ba24f02.00027f7d	user_options->increment	0
TOP.5ba24f02.00027f7d	user_options->increment_max	256
TOP.5ba24f02.00027f7d	user_options->increment_min	1
TOP.5ba24f02.00027f7d	user_options->keep_guessing	0
TOP.5ba24f02.00027f7d	user_options->kernel_accel	0
TOP.5ba24f02.00027f7d	user_options->kernel_loops	0
TOP.5ba24f02.00027f7d	user_options->keyspace	0
TOP.5ba24f02.00027f7d	user_options->left	0
TOP.5ba24f02.00027f7d	user_options->logfile_disable	0
TOP.5ba24f02.00027f7d	user_options->loopback	0
TOP.5ba24f02.00027f7d	user_options->machine_readable	0
TOP.5ba24f02.00027f7d	user_options->markov_classic	0
TOP.5ba24f02.00027f7d	user_options->markov_disable	0
TOP.5ba24f02.00027f7d	user_options->markov_threshold	256
TOP.5ba24f02.00027f7d	user_options->nvidia_spin_damp	100
TOP.5ba24f02.00027f7d	user_options->opencl_info	0
TOP.5ba24f02.00027f7d	user_options->opencl_vector_width	0
TOP.5ba24f02.00027f7d	user_options->optimized_kernel_enable	0
TOP.5ba24f02.00027f7d	user_options->outfile_autohex	1
TOP.5ba24f02.00027f7d	user_options->outfile_check_timer	5
TOP.5ba24f02.00027f7d	user_options->outfile_format	3
TOP.5ba24f02.00027f7d	user_options->wordlist_autohex_disable	0
TOP.5ba24f02.00027f7d	user_options->potfile_disable	0
TOP.5ba24f02.00027f7d	user_options->progress_only	0
TOP.5ba24f02.00027f7d	user_options->quiet	0
TOP.5ba24f02.00027f7d	user_options->remove	0
TOP.5ba24f02.00027f7d	user_options->remove_timer	60
TOP.5ba24f02.00027f7d	user_options->restore	0
TOP.5ba24f02.00027f7d	user_options->restore_disable	0
TOP.5ba24f02.00027f7d	user_options->restore_timer	60
TOP.5ba24f02.00027f7d	user_options->rp_files_cnt	0
TOP.5ba24f02.00027f7d	user_options->rp_gen	0
TOP.5ba24f02.00027f7d	user_options->rp_gen_func_max	4
TOP.5ba24f02.00027f7d	user_options->rp_gen_func_min	1
TOP.5ba24f02.00027f7d	user_options->rp_gen_seed	0
TOP.5ba24f02.00027f7d	user_options->runtime	0
TOP.5ba24f02.00027f7d	user_options->scrypt_tmto	0
TOP.5ba24f02.00027f7d	user_options->segment_size	33554432
TOP.5ba24f02.00027f7d	user_options->self_test_disable	0
TOP.5ba24f02.00027f7d	user_options->show	0
TOP.5ba24f02.00027f7d	user_options->speed_only	0
TOP.5ba24f02.00027f7d	user_options->status	0
TOP.5ba24f02.00027f7d	user_options->status_timer	10
TOP.5ba24f02.00027f7d	user_options->stdout_flag	0
TOP.5ba24f02.00027f7d	user_options->usage	0
TOP.5ba24f02.00027f7d	user_options->username	0
TOP.5ba24f02.00027f7d	user_options->veracrypt_pim	0
TOP.5ba24f02.00027f7d	user_options->version	0
TOP.5ba24f02.00027f7d	user_options->workload_profile	2
TOP.5ba24f02.00027f7d	proc_start	1537363714
TOP.5ba24f02.00027f7d	proc_stop	1537363714
TOP.5ba24f02.00027f7d	STOP
TOP.5ba24f29.000a57cb	START
TOP.5ba24f29.000a57cb	user_options->separator	:
TOP.5ba24f29.000a57cb	user_options->encoding_from	utf-8
TOP.5ba24f29.000a57cb	user_options->encoding_to	utf-8
TOP.5ba24f29.000a57cb	user_options->rule_buf_l	:
TOP.5ba24f29.000a57cb	user_options->rule_buf_r	:
TOP.5ba24f29.000a57cb	user_options->session	hashcat
TOP.5ba24f29.000a57cb	user_options->limit	0
TOP.5ba24f29.000a57cb	user_options->skip	0
TOP.5ba24f29.000a57cb	user_options->attack_mode	3
TOP.5ba24f29.000a57cb	user_options->benchmark	0
TOP.5ba24f29.000a57cb	user_options->benchmark_all	0
TOP.5ba24f29.000a57cb	user_options->bitmap_max	24
TOP.5ba24f29.000a57cb	user_options->bitmap_min	16
TOP.5ba24f29.000a57cb	user_options->debug_mode	0
TOP.5ba24f29.000a57cb	user_options->example_hashes	0
TOP.5ba24f29.000a57cb	user_options->force	0
TOP.5ba24f29.000a57cb	user_options->gpu_temp_abort	85
TOP.5ba24f29.000a57cb	user_options->gpu_temp_disable	0
TOP.5ba24f29.000a57cb	user_options->hash_mode	2500
TOP.5ba24f29.000a57cb	user_options->hex_charset	0
TOP.5ba24f29.000a57cb	user_options->hex_salt	0
TOP.5ba24f29.000a57cb	user_options->hex_wordlist	0
TOP.5ba24f29.000a57cb	user_options->increment	0
TOP.5ba24f29.000a57cb	user_options->increment_max	256
TOP.5ba24f29.000a57cb	user_options->increment_min	1
TOP.5ba24f29.000a57cb	user_options->keep_guessing	0
TOP.5ba24f29.000a57cb	user_options->kernel_accel	0
TOP.5ba24f29.000a57cb	user_options->kernel_loops	0
TOP.5ba24f29.000a57cb	user_options->keyspace	0
TOP.5ba24f29.000a57cb	user_options->left	0
TOP.5ba24f29.000a57cb	user_options->logfile_disable	0
TOP.5ba24f29.000a57cb	user_options->loopback	0
TOP.5ba24f29.000a57cb	user_options->machine_readable	0
TOP.5ba24f29.000a57cb	user_options->markov_classic	0
TOP.5ba24f29.000a57cb	user_options->markov_disable	0
TOP.5ba24f29.000a57cb	user_options->markov_threshold	256
TOP.5ba24f29.000a57cb	user_options->nvidia_spin_damp	100
TOP.5ba24f29.000a57cb	user_options->opencl_info	0
TOP.5ba24f29.000a57cb	user_options->opencl_vector_width	0
TOP.5ba24f29.000a57cb	user_options->optimized_kernel_enable	0
TOP.5ba24f29.000a57cb	user_options->outfile_autohex	1
TOP.5ba24f29.000a57cb	user_options->outfile_check_timer	5
TOP.5ba24f29.000a57cb	user_options->outfile_format	3
TOP.5ba24f29.000a57cb	user_options->wordlist_autohex_disable	0
TOP.5ba24f29.000a57cb	user_options->potfile_disable	0
TOP.5ba24f29.000a57cb	user_options->progress_only	0
TOP.5ba24f29.000a57cb	user_options->quiet	0
TOP.5ba24f29.000a57cb	user_options->remove	0
TOP.5ba24f29.000a57cb	user_options->remove_timer	60
TOP.5ba24f29.000a57cb	user_options->restore	0
TOP.5ba24f29.000a57cb	user_options->restore_disable	0
TOP.5ba24f29.000a57cb	user_options->restore_timer	60
TOP.5ba24f29.000a57cb	user_options->rp_files_cnt	0
TOP.5ba24f29.000a57cb	user_options->rp_gen	0
TOP.5ba24f29.000a57cb	user_options->rp_gen_func_max	4
TOP.5ba24f29.000a57cb	user_options->rp_gen_func_min	1
TOP.5ba24f29.000a57cb	user_options->rp_gen_seed	0
TOP.5ba24f29.000a57cb	user_options->runtime	0
TOP.5ba24f29.000a57cb	user_options->scrypt_tmto	0
TOP.5ba24f29.000a57cb	user_options->segment_size	33554432
TOP.5ba24f29.000a57cb	user_options->self_test_disable	0
TOP.5ba24f29.000a57cb	user_options->show	0
TOP.5ba24f29.000a57cb	user_options->speed_only	0
TOP.5ba24f29.000a57cb	user_options->status	0
TOP.5ba24f29.000a57cb	user_options->status_timer	10
TOP.5ba24f29.000a57cb	user_options->stdout_flag	0
TOP.5ba24f29.000a57cb	user_options->usage	0
TOP.5ba24f29.000a57cb	user_options->username	0
TOP.5ba24f29.000a57cb	user_options->veracrypt_pim	0
TOP.5ba24f29.000a57cb	user_options->version	0
TOP.5ba24f29.000a57cb	user_options->workload_profile	2
TOP.5ba24f29.000a57cb	hashes->hashfile	C:\Other\WPA\hashcat\output.hccapx
TOP.5ba24f29.000a57cb	hashes->hashlist_mode	4
TOP.5ba24f29.000a57cb	hashes->hashlist_format	0
TOP.5ba24f29.000a57cb	hashes->hashes_cnt	0
TOP.5ba24f29.000a57cb	hashes->digests_cnt	1
TOP.5ba24f29.000a57cb	hashes->digests_done	0
TOP.5ba24f29.000a57cb	hashes->salts_cnt	1
TOP.5ba24f29.000a57cb	hashes->salts_done	0
TOP.5ba24f29.000a57cb	SUB.5ba24f36.00028a22	START
TOP.5ba24f29.000a57cb	SUB.5ba24f36.00028a22	mask_ctx->mask	?d?d?d?d?d?d?d?d
TOP.5ba24f29.000a57cb	SUB.5ba24f36.00028a22	runtime_start	1537363766
TOP.5ba24f29.000a57cb	SUB.5ba24f36.00028a22	runtime_stop	1537363830
TOP.5ba24f29.000a57cb	SUB.5ba24f36.00028a22	status-after-work	8
TOP.5ba24f29.000a57cb	SUB.5ba24f36.00028a22	STOP
TOP.5ba24f29.000a57cb	proc_start	1537363753
TOP.5ba24f29.000a57cb	proc_stop	1537363831
TOP.5ba24f29.000a57cb	STOP
TOP.5ba25282.000c2249	START
TOP.5ba25282.000c2249	user_options->separator	:
TOP.5ba25282.000c2249	user_options->encoding_from	utf-8
TOP.5ba25282.000c2249	user_options->encoding_to	utf-8
TOP.5ba25282.000c2249	user_options->rule_buf_l	:
TOP.5ba25282.000c2249	user_options->rule_buf_r	:
TOP.5ba25282.000c2249	user_options->session	hashcat
TOP.5ba25282.000c2249	user_options->limit	0
TOP.5ba25282.000c2249	user_options->skip	0
TOP.5ba25282.000c2249	user_options->attack_mode	3
TOP.5ba25282.000c2249	user_options->benchmark	0
TOP.5ba25282.000c2249	user_options->benchmark_all	0
TOP.5ba25282.000c2249	user_options->bitmap_max	24
TOP.5ba25282.000c2249	user_options->bitmap_min	16
TOP.5ba25282.000c2249	user_options->debug_mode	0
TOP.5ba25282.000c2249	user_options->example_hashes	0
TOP.5ba25282.000c2249	user_options->force	0
TOP.5ba25282.000c2249	user_options->gpu_temp_abort	80
TOP.5ba25282.000c2249	user_options->gpu_temp_disable	0
TOP.5ba25282.000c2249	user_options->hash_mode	2500
TOP.5ba25282.000c2249	user_options->hex_charset	0
TOP.5ba25282.000c2249	user_options->hex_salt	0
TOP.5ba25282.000c2249	user_options->hex_wordlist	0
TOP.5ba25282.000c2249	user_options->increment	0
TOP.5ba25282.000c2249	user_options->increment_max	256
TOP.5ba25282.000c2249	user_options->increment_min	1
TOP.5ba25282.000c2249	user_options->keep_guessing	0
TOP.5ba25282.000c2249	user_options->kernel_accel	0
TOP.5ba25282.000c2249	user_options->kernel_loops	0
TOP.5ba25282.000c2249	user_options->keyspace	0
TOP.5ba25282.000c2249	user_options->left	0
TOP.5ba25282.000c2249	user_options->logfile_disable	0
TOP.5ba25282.000c2249	user_options->loopback	0
TOP.5ba25282.000c2249	user_options->machine_readable	0
TOP.5ba25282.000c2249	user_options->markov_classic	0
TOP.5ba25282.000c2249	user_options->markov_disable	0
TOP.5ba25282.000c2249	user_options->markov_threshold	256
TOP.5ba25282.000c2249	user_options->nvidia_spin_damp	100
TOP.5ba25282.000c2249	user_options->opencl_info	0
TOP.5ba25282.000c2249	user_options->opencl_vector_width	0
TOP.5ba25282.000c2249	user_options->optimized_kernel_enable	0
TOP.5ba25282.000c2249	user_options->outfile_autohex	1
TOP.5ba25282.000c2249	user_options->outfile_check_timer	5
TOP.5ba25282.000c2249	user_options->outfile_format	3
TOP.5ba25282.000c2249	user_options->wordlist_autohex_disable	0
TOP.5ba25282.000c2249	user_options->potfile_disable	0
TOP.5ba25282.000c2249	user_options->progress_only	0
TOP.5ba25282.000c2249	user_options->quiet	0
