TOP.5ba22be0.00002f51	START
TOP.5ba25282.000c2249	user_options->remove	0
TOP.5ba25282.000c2249	user_options->remove_timer	60
TOP.5ba25282.000c2249	user_options->restore	0
TOP.5ba25282.000c2249	user_options->restore_disable	0
TOP.5ba25282.000c2249	user_options->restore_timer	60
TOP.5ba25282.000c2249	user_options->rp_files_cnt	0
TOP.5ba25282.000c2249	user_options->rp_gen	0
TOP.5ba25282.000c2249	user_options->rp_gen_func_max	4
TOP.5ba25282.000c2249	user_options->rp_gen_func_min	1
TOP.5ba25282.000c2249	user_options->rp_gen_seed	0
TOP.5ba25282.000c2249	user_options->runtime	0
TOP.5ba25282.000c2249	user_options->scrypt_tmto	0
TOP.5ba25282.000c2249	user_options->segment_size	33554432
TOP.5ba25282.000c2249	user_options->self_test_disable	0
TOP.5ba25282.000c2249	user_options->show	0
TOP.5ba25282.000c2249	user_options->speed_only	0
TOP.5ba25282.000c2249	user_options->status	0
TOP.5ba25282.000c2249	user_options->status_timer	10
TOP.5ba25282.000c2249	user_options->stdout_flag	0
TOP.5ba25282.000c2249	user_options->usage	0
TOP.5ba25282.000c2249	user_options->username	0
TOP.5ba25282.000c2249	user_options->veracrypt_pim	0
TOP.5ba25282.000c2249	user_options->version	0
TOP.5ba25282.000c2249	user_options->workload_profile	1
TOP.5ba25282.000c2249	proc_start	1537364610
TOP.5ba25282.000c2249	proc_stop	1537364611
TOP.5ba25282.000c2249	STOP
TOP.5ba25417.00069993	START
TOP.5ba25417.00069993	user_options->separator	:
TOP.5ba25417.00069993	user_options->encoding_from	utf-8
TOP.5ba25417.00069993	user_options->encoding_to	utf-8
TOP.5ba25417.00069993	user_options->rule_buf_l	:
TOP.5ba25417.00069993	user_options->rule_buf_r	:
TOP.5ba25417.00069993	user_options->session	hashcat
TOP.5ba25417.00069993	user_options->limit	0
TOP.5ba25417.00069993	user_options->skip	0
TOP.5ba25417.00069993	user_options->attack_mode	3
TOP.5ba25417.00069993	user_options->benchmark	0
TOP.5ba25417.00069993	user_options->benchmark_all	0
TOP.5ba25417.00069993	user_options->bitmap_max	24
TOP.5ba25417.00069993	user_options->bitmap_min	16
TOP.5ba25417.00069993	user_options->debug_mode	0
TOP.5ba25417.00069993	user_options->example_hashes	0
TOP.5ba25417.00069993	user_options->force	0
TOP.5ba25417.00069993	user_options->gpu_temp_abort	85
TOP.5ba25417.00069993	user_options->gpu_temp_disable	0
TOP.5ba25417.00069993	user_options->hash_mode	2500
TOP.5ba25417.00069993	user_options->hex_charset	0
TOP.5ba25417.00069993	user_options->hex_salt	0
TOP.5ba25417.00069993	user_options->hex_wordlist	0
TOP.5ba25417.00069993	user_options->increment	0
TOP.5ba25417.00069993	user_options->increment_max	256
TOP.5ba25417.00069993	user_options->increment_min	1
TOP.5ba25417.00069993	user_options->keep_guessing	0
TOP.5ba25417.00069993	user_options->kernel_accel	0
TOP.5ba25417.00069993	user_options->kernel_loops	0
TOP.5ba25417.00069993	user_options->keyspace	0
TOP.5ba25417.00069993	user_options->left	0
TOP.5ba25417.00069993	user_options->logfile_disable	0
TOP.5ba25417.00069993	user_options->loopback	0
TOP.5ba25417.00069993	user_options->machine_readable	0
TOP.5ba25417.00069993	user_options->markov_classic	0
TOP.5ba25417.00069993	user_options->markov_disable	0
TOP.5ba25417.00069993	user_options->markov_threshold	256
TOP.5ba25417.00069993	user_options->nvidia_spin_damp	100
TOP.5ba25417.00069993	user_options->opencl_info	0
TOP.5ba25417.00069993	user_options->opencl_vector_width	0
TOP.5ba25417.00069993	user_options->optimized_kernel_enable	0
TOP.5ba25417.00069993	user_options->outfile_autohex	1
TOP.5ba25417.00069993	user_options->outfile_check_timer	5
TOP.5ba25417.00069993	user_options->outfile_format	3
TOP.5ba25417.00069993	user_options->wordlist_autohex_disable	0
TOP.5ba25417.00069993	user_options->potfile_disable	0
TOP.5ba25417.00069993	user_options->progress_only	0
TOP.5ba25417.00069993	user_options->quiet	0
TOP.5ba25417.00069993	user_options->remove	0
TOP.5ba25417.00069993	user_options->remove_timer	60
TOP.5ba25417.00069993	user_options->restore	0
TOP.5ba25417.00069993	user_options->restore_disable	0
TOP.5ba25417.00069993	user_options->restore_timer	60
TOP.5ba25417.00069993	user_options->rp_files_cnt	0
TOP.5ba25417.00069993	user_options->rp_gen	0
TOP.5ba25417.00069993	user_options->rp_gen_func_max	4
TOP.5ba25417.00069993	user_options->rp_gen_func_min	1
TOP.5ba25417.00069993	user_options->rp_gen_seed	0
TOP.5ba25417.00069993	user_options->runtime	0
TOP.5ba25417.00069993	user_options->scrypt_tmto	0
TOP.5ba25417.00069993	user_options->segment_size	33554432
TOP.5ba25417.00069993	user_options->self_test_disable	0
TOP.5ba25417.00069993	user_options->show	0
TOP.5ba25417.00069993	user_options->speed_only	0
TOP.5ba25417.00069993	user_options->status	0
TOP.5ba25417.00069993	user_options->status_timer	10
TOP.5ba25417.00069993	user_options->stdout_flag	0
TOP.5ba25417.00069993	user_options->usage	0
TOP.5ba25417.00069993	user_options->username	0
TOP.5ba25417.00069993	user_options->veracrypt_pim	0
TOP.5ba25417.00069993	user_options->version	0
TOP.5ba25417.00069993	user_options->workload_profile	2
TOP.5ba25417.00069993	hashes->hashfile	C:\Other\С#\Проекты\HashcatManager\HashcatManager\bin\Debug\output.hccapx
TOP.5ba25417.00069993	hashes->hashlist_mode	4
TOP.5ba25417.00069993	hashes->hashlist_format	0
TOP.5ba25417.00069993	hashes->hashes_cnt	0
TOP.5ba25417.00069993	hashes->digests_cnt	1
TOP.5ba25417.00069993	hashes->digests_done	0
TOP.5ba25417.00069993	hashes->salts_cnt	1
TOP.5ba25417.00069993	hashes->salts_done	0
TOP.5ba25417.00069993	SUB.5ba25424.0009735c	START
TOP.5ba25417.00069993	SUB.5ba25424.0009735c	mask_ctx->mask	?d?d?d?d?d?d?d?d
TOP.5ba25485.00039433	START
TOP.5ba25485.00039433	user_options->separator	:
TOP.5ba25485.00039433	user_options->encoding_from	utf-8
TOP.5ba25485.00039433	user_options->encoding_to	utf-8
TOP.5ba25485.00039433	user_options->rule_buf_l	:
TOP.5ba25485.00039433	user_options->rule_buf_r	:
TOP.5ba25485.00039433	user_options->session	hashcat
TOP.5ba25485.00039433	user_options->limit	0
TOP.5ba25485.00039433	user_options->skip	0
TOP.5ba25485.00039433	user_options->attack_mode	3
TOP.5ba25485.00039433	user_options->benchmark	0
TOP.5ba25485.00039433	user_options->benchmark_all	0
TOP.5ba25485.00039433	user_options->bitmap_max	24
TOP.5ba25485.00039433	user_options->bitmap_min	16
TOP.5ba25485.00039433	user_options->debug_mode	0
TOP.5ba25485.00039433	user_options->example_hashes	0
TOP.5ba25485.00039433	user_options->force	0
TOP.5ba25485.00039433	user_options->gpu_temp_abort	80
TOP.5ba25485.00039433	user_options->gpu_temp_disable	0
TOP.5ba25485.00039433	user_options->hash_mode	2500
TOP.5ba25485.00039433	user_options->hex_charset	0
TOP.5ba25485.00039433	user_options->hex_salt	0
TOP.5ba25485.00039433	user_options->hex_wordlist	0
TOP.5ba25485.00039433	user_options->increment	0
TOP.5ba25485.00039433	user_options->increment_max	256
TOP.5ba25485.00039433	user_options->increment_min	1
TOP.5ba25485.00039433	user_options->keep_guessing	0
TOP.5ba25485.00039433	user_options->kernel_accel	0
TOP.5ba25485.00039433	user_options->kernel_loops	0
TOP.5ba25485.00039433	user_options->keyspace	0
TOP.5ba25485.00039433	user_options->left	0
TOP.5ba25485.00039433	user_options->logfile_disable	0
TOP.5ba25485.00039433	user_options->loopback	0
TOP.5ba25485.00039433	user_options->machine_readable	0
TOP.5ba25485.00039433	user_options->markov_classic	0
TOP.5ba25485.00039433	user_options->markov_disable	0
TOP.5ba25485.00039433	user_options->markov_threshold	256
TOP.5ba25485.00039433	user_options->nvidia_spin_damp	100
TOP.5ba25485.00039433	user_options->opencl_info	0
TOP.5ba25485.00039433	user_options->opencl_vector_width	0
TOP.5ba25485.00039433	user_options->optimized_kernel_enable	0
TOP.5ba25485.00039433	user_options->outfile_autohex	1
TOP.5ba25485.00039433	user_options->outfile_check_timer	5
TOP.5ba25485.00039433	user_options->outfile_format	3
TOP.5ba25485.00039433	user_options->wordlist_autohex_disable	0
TOP.5ba25485.00039433	user_options->potfile_disable	0
TOP.5ba25485.00039433	user_options->progress_only	0
TOP.5ba25485.00039433	user_options->quiet	0
TOP.5ba25485.00039433	user_options->remove	0
TOP.5ba25485.00039433	user_options->remove_timer	60
TOP.5ba25485.00039433	user_options->restore	0
TOP.5ba25485.00039433	user_options->restore_disable	0
TOP.5ba25485.00039433	user_options->restore_timer	60
TOP.5ba25485.00039433	user_options->rp_files_cnt	0
TOP.5ba25485.00039433	user_options->rp_gen	0
TOP.5ba25485.00039433	user_options->rp_gen_func_max	4
TOP.5ba25485.00039433	user_options->rp_gen_func_min	1
TOP.5ba25485.00039433	user_options->rp_gen_seed	0
TOP.5ba25485.00039433	user_options->runtime	0
TOP.5ba25485.00039433	user_options->scrypt_tmto	0
TOP.5ba25485.00039433	user_options->segment_size	33554432
TOP.5ba25485.00039433	user_options->self_test_disable	0
TOP.5ba25485.00039433	user_options->show	0
TOP.5ba25485.00039433	user_options->speed_only	0
TOP.5ba25485.00039433	user_options->status	0
TOP.5ba25485.00039433	user_options->status_timer	10
TOP.5ba25485.00039433	user_options->stdout_flag	0
TOP.5ba25485.00039433	user_options->usage	0
TOP.5ba25485.00039433	user_options->username	0
TOP.5ba25485.00039433	user_options->veracrypt_pim	0
TOP.5ba25485.00039433	user_options->version	0
TOP.5ba25485.00039433	user_options->workload_profile	1
TOP.5ba25485.00039433	proc_start	1537365125
TOP.5ba25485.00039433	proc_stop	1537365125
TOP.5ba25485.00039433	STOP
TOP.5ba254b0.000e148d	START
TOP.5ba254b0.000e148d	user_options->separator	:
TOP.5ba254b0.000e148d	user_options->encoding_from	utf-8
TOP.5ba254b0.000e148d	user_options->encoding_to	utf-8
TOP.5ba254b0.000e148d	user_options->rule_buf_l	:
TOP.5ba254b0.000e148d	user_options->rule_buf_r	:
TOP.5ba254b0.000e148d	user_options->session	hashcat
TOP.5ba254b0.000e148d	user_options->limit	0
TOP.5ba254b0.000e148d	user_options->skip	0
TOP.5ba254b0.000e148d	user_options->attack_mode	3
TOP.5ba254b0.000e148d	user_options->benchmark	0
TOP.5ba254b0.000e148d	user_options->benchmark_all	0
TOP.5ba254b0.000e148d	user_options->bitmap_max	24
TOP.5ba254b0.000e148d	user_options->bitmap_min	16
TOP.5ba254b0.000e148d	user_options->debug_mode	0
TOP.5ba254b0.000e148d	user_options->example_hashes	0
TOP.5ba254b0.000e148d	user_options->force	0
TOP.5ba254b0.000e148d	user_options->gpu_temp_abort	80
TOP.5ba254b0.000e148d	user_options->gpu_temp_disable	0
TOP.5ba254b0.000e148d	user_options->hash_mode	2500
TOP.5ba254b0.000e148d	user_options->hex_charset	0
TOP.5ba254b0.000e148d	user_options->hex_salt	0
TOP.5ba254b0.000e148d	user_options->hex_wordlist	0
TOP.5ba254b0.000e148d	user_options->increment	0
TOP.5ba254b0.000e148d	user_options->increment_max	256
TOP.5ba254b0.000e148d	user_options->increment_min	1
TOP.5ba254b0.000e148d	user_options->keep_guessing	0
TOP.5ba254b0.000e148d	user_options->kernel_accel	0
TOP.5ba254b0.000e148d	user_options->kernel_loops	0
TOP.5ba254b0.000e148d	user_options->keyspace	0
TOP.5ba254b0.000e148d	user_options->left	0
TOP.5ba254b0.000e148d	user_options->logfile_disable	0
TOP.5ba254b0.000e148d	user_options->loopback	0
TOP.5ba254b0.000e148d	user_options->machine_readable	0
TOP.5ba254b0.000e148d	user_options->markov_classic	0
TOP.5ba254b0.000e148d	user_options->markov_disable	0
TOP.5ba254b0.000e148d	user_options->markov_threshold	256
TOP.5ba254b0.000e148d	user_options->nvidia_spin_damp	100
TOP.5ba254b0.000e148d	user_options->opencl_info	0
TOP.5ba254b0.000e148d	user_options->opencl_vector_width	0
TOP.5ba254b0.000e148d	user_options->optimized_kernel_enable	0
TOP.5ba254b0.000e148d	user_options->outfile_autohex	1
TOP.5ba254b0.000e148d	user_options->outfile_check_timer	5
TOP.5ba254b0.000e148d	user_options->outfile_format	3
TOP.5ba254b0.000e148d	user_options->wordlist_autohex_disable	0
TOP.5ba254b0.000e148d	user_options->potfile_disable	0
TOP.5ba254b0.000e148d	user_options->progress_only	0
TOP.5ba254b0.000e148d	user_options->quiet	0
TOP.5ba254b0.000e148d	user_options->remove	0
TOP.5ba254b0.000e148d	user_options->remove_timer	60
TOP.5ba254b0.000e148d	user_options->restore	0
TOP.5ba254b0.000e148d	user_options->restore_disable	0
TOP.5ba254b0.000e148d	user_options->restore_timer	60
TOP.5ba254b0.000e148d	user_options->rp_files_cnt	0
TOP.5ba254b0.000e148d	user_options->rp_gen	0
TOP.5ba254b0.000e148d	user_options->rp_gen_func_max	4
TOP.5ba254b0.000e148d	user_options->rp_gen_func_min	1
TOP.5ba254b0.000e148d	user_options->rp_gen_seed	0
TOP.5ba254b0.000e148d	user_options->runtime	0
TOP.5ba254b0.000e148d	user_options->scrypt_tmto	0
TOP.5ba254b0.000e148d	user_options->segment_size	33554432
TOP.5ba254b0.000e148d	user_options->self_test_disable	0
TOP.5ba254b0.000e148d	user_options->show	0
TOP.5ba254b0.000e148d	user_options->speed_only	0
TOP.5ba254b0.000e148d	user_options->status	0
TOP.5ba254b0.000e148d	user_options->status_timer	10
TOP.5ba254b0.000e148d	user_options->stdout_flag	0
TOP.5ba254b0.000e148d	user_options->usage	0
TOP.5ba254b0.000e148d	user_options->username	0
TOP.5ba254b0.000e148d	user_options->veracrypt_pim	0
TOP.5ba254b0.000e148d	user_options->version	0
TOP.5ba254b0.000e148d	user_options->workload_profile	1
TOP.5ba254b0.000e148d	proc_start	1537365168
TOP.5ba254b0.000e148d	proc_stop	1537365169
TOP.5ba254b0.000e148d	STOP
TOP.5ba254df.000e463b	START
TOP.5ba254df.000e463b	user_options->separator	:
TOP.5ba254df.000e463b	user_options->encoding_from	utf-8
TOP.5ba254df.000e463b	user_options->encoding_to	utf-8
TOP.5ba254df.000e463b	user_options->rule_buf_l	:
TOP.5ba254df.000e463b	user_options->rule_buf_r	:
TOP.5ba254df.000e463b	user_options->session	hashcat
TOP.5ba254df.000e463b	user_options->limit	0
TOP.5ba254df.000e463b	user_options->skip	0
TOP.5ba254df.000e463b	user_options->attack_mode	3
TOP.5ba254df.000e463b	user_options->benchmark	0
TOP.5ba254df.000e463b	user_options->benchmark_all	0
TOP.5ba254df.000e463b	user_options->bitmap_max	24
TOP.5ba254df.000e463b	user_options->bitmap_min	16
TOP.5ba254df.000e463b	user_options->debug_mode	0
TOP.5ba254df.000e463b	user_options->example_hashes	0
TOP.5ba254df.000e463b	user_options->force	0
TOP.5ba254df.000e463b	user_options->gpu_temp_abort	80
TOP.5ba254df.000e463b	user_options->gpu_temp_disable	0
TOP.5ba254df.000e463b	user_options->hash_mode	2500
TOP.5ba254df.000e463b	user_options->hex_charset	0
TOP.5ba254df.000e463b	user_options->hex_salt	0
TOP.5ba254df.000e463b	user_options->hex_wordlist	0
TOP.5ba254df.000e463b	user_options->increment	0
TOP.5ba254df.000e463b	user_options->increment_max	256
TOP.5ba254df.000e463b	user_options->increment_min	1
TOP.5ba254df.000e463b	user_options->keep_guessing	0
TOP.5ba254df.000e463b	user_options->kernel_accel	0
TOP.5ba254df.000e463b	user_options->kernel_loops	0
TOP.5ba254df.000e463b	user_options->keyspace	0
TOP.5ba254df.000e463b	user_options->left	0
TOP.5ba254df.000e463b	user_options->logfile_disable	0
TOP.5ba254df.000e463b	user_options->loopback	0
TOP.5ba254df.000e463b	user_options->machine_readable	0
TOP.5ba254df.000e463b	user_options->markov_classic	0
TOP.5ba254df.000e463b	user_options->markov_disable	0
TOP.5ba254df.000e463b	user_options->markov_threshold	256
TOP.5ba254df.000e463b	user_options->nvidia_spin_damp	100
TOP.5ba254df.000e463b	user_options->opencl_info	0
TOP.5ba254df.000e463b	user_options->opencl_vector_width	0
TOP.5ba254df.000e463b	user_options->optimized_kernel_enable	0
TOP.5ba254df.000e463b	user_options->outfile_autohex	1
TOP.5ba254df.000e463b	user_options->outfile_check_timer	5
TOP.5ba254df.000e463b	user_options->outfile_format	3
TOP.5ba254df.000e463b	user_options->wordlist_autohex_disable	0
TOP.5ba254df.000e463b	user_options->potfile_disable	0
TOP.5ba254df.000e463b	user_options->progress_only	0
TOP.5ba254df.000e463b	user_options->quiet	0
TOP.5ba254df.000e463b	user_options->remove	0
TOP.5ba254df.000e463b	user_options->remove_timer	60
TOP.5ba254df.000e463b	user_options->restore	0
TOP.5ba254df.000e463b	user_options->restore_disable	0
TOP.5ba254df.000e463b	user_options->restore_timer	60
TOP.5ba254df.000e463b	user_options->rp_files_cnt	0
TOP.5ba254df.000e463b	user_options->rp_gen	0
TOP.5ba254df.000e463b	user_options->rp_gen_func_max	4
TOP.5ba254df.000e463b	user_options->rp_gen_func_min	1
TOP.5ba254df.000e463b	user_options->rp_gen_seed	0
TOP.5ba254df.000e463b	user_options->runtime	0
TOP.5ba254df.000e463b	user_options->scrypt_tmto	0
TOP.5ba254df.000e463b	user_options->segment_size	33554432
TOP.5ba254df.000e463b	user_options->self_test_disable	0
TOP.5ba254df.000e463b	user_options->show	0
TOP.5ba254df.000e463b	user_options->speed_only	0
TOP.5ba254df.000e463b	user_options->status	0
TOP.5ba254df.000e463b	user_options->status_timer	10
TOP.5ba254df.000e463b	user_options->stdout_flag	0
TOP.5ba254df.000e463b	user_options->usage	0
TOP.5ba254df.000e463b	user_options->username	0
TOP.5ba254df.000e463b	user_options->veracrypt_pim	0
TOP.5ba254df.000e463b	user_options->version	0
TOP.5ba254df.000e463b	user_options->workload_profile	1
TOP.5ba254df.000e463b	proc_start	1537365215
TOP.5ba254df.000e463b	proc_stop	1537365216
TOP.5ba254df.000e463b	STOP
TOP.5ba2562c.000cca23	START
TOP.5ba2562c.000cca23	user_options->separator	:
TOP.5ba2562c.000cca23	user_options->encoding_from	utf-8
TOP.5ba2562c.000cca23	user_options->encoding_to	utf-8
TOP.5ba2562c.000cca23	user_options->rule_buf_l	:
TOP.5ba2562c.000cca23	user_options->rule_buf_r	:
TOP.5ba2562c.000cca23	user_options->session	hashcat
TOP.5ba2562c.000cca23	user_options->limit	0
TOP.5ba2562c.000cca23	user_options->skip	0
TOP.5ba2562c.000cca23	user_options->attack_mode	3
TOP.5ba2562c.000cca23	user_options->benchmark	0
TOP.5ba2562c.000cca23	user_options->benchmark_all	0
TOP.5ba2562c.000cca23	user_options->bitmap_max	24
TOP.5ba2562c.000cca23	user_options->bitmap_min	16
TOP.5ba2562c.000cca23	user_options->debug_mode	0
TOP.5ba2562c.000cca23	user_options->example_hashes	0
TOP.5ba2562c.000cca23	user_options->force	0
TOP.5ba2562c.000cca23	user_options->gpu_temp_abort	80
TOP.5ba2562c.000cca23	user_options->gpu_temp_disable	0
TOP.5ba2562c.000cca23	user_options->hash_mode	2500
TOP.5ba2562c.000cca23	user_options->hex_charset	0
TOP.5ba2562c.000cca23	user_options->hex_salt	0
TOP.5ba2562c.000cca23	user_options->hex_wordlist	0
TOP.5ba2562c.000cca23	user_options->increment	0
TOP.5ba2562c.000cca23	user_options->increment_max	256
TOP.5ba2562c.000cca23	user_options->increment_min	1
TOP.5ba2562c.000cca23	user_options->keep_guessing	0
TOP.5ba2562c.000cca23	user_options->kernel_accel	0
TOP.5ba2562c.000cca23	user_options->kernel_loops	0
TOP.5ba2562c.000cca23	user_options->keyspace	0
TOP.5ba2562c.000cca23	user_options->left	0
TOP.5ba2562c.000cca23	user_options->logfile_disable	0
TOP.5ba2562c.000cca23	user_options->loopback	0
TOP.5ba2562c.000cca23	user_options->machine_readable	0
TOP.5ba2562c.000cca23	user_options->markov_classic	0
TOP.5ba2562c.000cca23	user_options->markov_disable	0
TOP.5ba2562c.000cca23	user_options->markov_threshold	256
TOP.5ba2562c.000cca23	user_options->nvidia_spin_damp	100
TOP.5ba2562c.000cca23	user_options->opencl_info	0
TOP.5ba2562c.000cca23	user_options->opencl_vector_width	0
TOP.5ba2562c.000cca23	user_options->optimized_kernel_enable	0
TOP.5ba2562c.000cca23	user_options->outfile_autohex	1
TOP.5ba2562c.000cca23	user_options->outfile_check_timer	5
TOP.5ba2562c.000cca23	user_options->outfile_format	3
TOP.5ba2562c.000cca23	user_options->wordlist_autohex_disable	0
TOP.5ba2562c.000cca23	user_options->potfile_disable	0
TOP.5ba2562c.000cca23	user_options->progress_only	0
TOP.5ba2562c.000cca23	user_options->quiet	0
TOP.5ba2562c.000cca23	user_options->remove	0
TOP.5ba2562c.000cca23	user_options->remove_timer	60
TOP.5ba2562c.000cca23	user_options->restore	0
TOP.5ba2562c.000cca23	user_options->restore_disable	0
TOP.5ba2562c.000cca23	user_options->restore_timer	60
TOP.5ba2562c.000cca23	user_options->rp_files_cnt	0
TOP.5ba2562c.000cca23	user_options->rp_gen	0
TOP.5ba2562c.000cca23	user_options->rp_gen_func_max	4
TOP.5ba2562c.000cca23	user_options->rp_gen_func_min	1
TOP.5ba2562c.000cca23	user_options->rp_gen_seed	0
TOP.5ba2562c.000cca23	user_options->runtime	0
TOP.5ba2562c.000cca23	user_options->scrypt_tmto	0
TOP.5ba2562c.000cca23	user_options->segment_size	33554432
TOP.5ba2562c.000cca23	user_options->self_test_disable	0
TOP.5ba2562c.000cca23	user_options->show	0
TOP.5ba2562c.000cca23	user_options->speed_only	0
TOP.5ba2562c.000cca23	user_options->status	0
TOP.5ba2562c.000cca23	user_options->status_timer	10
TOP.5ba2562c.000cca23	user_options->stdout_flag	0
TOP.5ba2562c.000cca23	user_options->usage	0
TOP.5ba2562c.000cca23	user_options->username	0
TOP.5ba2562c.000cca23	user_options->veracrypt_pim	0
TOP.5ba2562c.000cca23	user_options->version	0
TOP.5ba2562c.000cca23	user_options->workload_profile	1
TOP.5ba2562c.000cca23	proc_start	1537365548
TOP.5ba2562c.000cca23	proc_stop	1537365549
TOP.5ba2562c.000cca23	STOP
TOP.5ba256e6.000487b5	START
TOP.5ba256e6.000487b5	user_options->separator	:
TOP.5ba256e6.000487b5	user_options->encoding_from	utf-8
TOP.5ba256e6.000487b5	user_options->encoding_to	utf-8
TOP.5ba256e6.000487b5	user_options->rule_buf_l	:
TOP.5ba256e6.000487b5	user_options->rule_buf_r	:
TOP.5ba256e6.000487b5	user_options->session	hashcat
TOP.5ba256e6.000487b5	user_options->limit	0
TOP.5ba256e6.000487b5	user_options->skip	0
TOP.5ba256e6.000487b5	user_options->attack_mode	3
TOP.5ba256e6.000487b5	user_options->benchmark	0
TOP.5ba256e6.000487b5	user_options->benchmark_all	0
TOP.5ba256e6.000487b5	user_options->bitmap_max	24
TOP.5ba256e6.000487b5	user_options->bitmap_min	16
TOP.5ba256e6.000487b5	user_options->debug_mode	0
TOP.5ba256e6.000487b5	user_options->example_hashes	0
TOP.5ba256e6.000487b5	user_options->force	0
TOP.5ba256e6.000487b5	user_options->gpu_temp_abort	80
TOP.5ba256e6.000487b5	user_options->gpu_temp_disable	0
TOP.5ba256e6.000487b5	user_options->hash_mode	2500
TOP.5ba256e6.000487b5	user_options->hex_charset	0
TOP.5ba256e6.000487b5	user_options->hex_salt	0
TOP.5ba256e6.000487b5	user_options->hex_wordlist	0
TOP.5ba256e6.000487b5	user_options->increment	0
TOP.5ba256e6.000487b5	user_options->increment_max	256
TOP.5ba256e6.000487b5	user_options->increment_min	1
TOP.5ba256e6.000487b5	user_options->keep_guessing	0
TOP.5ba256e6.000487b5	user_options->kernel_accel	0
TOP.5ba256e6.000487b5	user_options->kernel_loops	0
TOP.5ba256e6.000487b5	user_options->keyspace	0
TOP.5ba256e6.000487b5	user_options->left	0
TOP.5ba256e6.000487b5	user_options->logfile_disable	0
TOP.5ba256e6.000487b5	user_options->loopback	0
TOP.5ba256e6.000487b5	user_options->machine_readable	0
TOP.5ba256e6.000487b5	user_options->markov_classic	0
TOP.5ba256e6.000487b5	user_options->markov_disable	0
TOP.5ba256e6.000487b5	user_options->markov_threshold	256
TOP.5ba256e6.000487b5	user_options->nvidia_spin_damp	100
TOP.5ba256e6.000487b5	user_options->opencl_info	0
TOP.5ba256e6.000487b5	user_options->opencl_vector_width	0
TOP.5ba256e6.000487b5	user_options->optimized_kernel_enable	0
TOP.5ba256e6.000487b5	user_options->outfile_autohex	1
TOP.5ba256e6.000487b5	user_options->outfile_check_timer	5
TOP.5ba256e6.000487b5	user_options->outfile_format	3
TOP.5ba256e6.000487b5	user_options->wordlist_autohex_disable	0
TOP.5ba256e6.000487b5	user_options->potfile_disable	0
TOP.5ba256e6.000487b5	user_options->progress_only	0
TOP.5ba256e6.000487b5	user_options->quiet	0
TOP.5ba256e6.000487b5	user_options->remove	0
TOP.5ba256e6.000487b5	user_options->remove_timer	60
TOP.5ba256e6.000487b5	user_options->restore	0
TOP.5ba256e6.000487b5	user_options->restore_disable	0
TOP.5ba256e6.000487b5	user_options->restore_timer	60
TOP.5ba256e6.000487b5	user_options->rp_files_cnt	0
TOP.5ba256e6.000487b5	user_options->rp_gen	0
TOP.5ba256e6.000487b5	user_options->rp_gen_func_max	4
TOP.5ba256e6.000487b5	user_options->rp_gen_func_min	1
TOP.5ba256e6.000487b5	user_options->rp_gen_seed	0
TOP.5ba256e6.000487b5	user_options->runtime	0
TOP.5ba256e6.000487b5	user_options->scrypt_tmto	0
TOP.5ba256e6.000487b5	user_options->segment_size	33554432
TOP.5ba256e6.000487b5	user_options->self_test_disable	0
TOP.5ba256e6.000487b5	user_options->show	0
TOP.5ba256e6.000487b5	user_options->speed_only	0
TOP.5ba256e6.000487b5	user_options->status	0
TOP.5ba256e6.000487b5	user_options->status_timer	10
TOP.5ba256e6.000487b5	user_options->stdout_flag	0
TOP.5ba256e6.000487b5	user_options->usage	0
TOP.5ba256e6.000487b5	user_options->username	0
TOP.5ba256e6.000487b5	user_options->veracrypt_pim	0
TOP.5ba256e6.000487b5	user_options->version	0
TOP.5ba256e6.000487b5	user_options->workload_profile	1
TOP.5ba256e6.000487b5	proc_start	1537365734
TOP.5ba256e6.000487b5	proc_stop	1537365734
TOP.5ba256e6.000487b5	STOP
TOP.5ba256eb.00031d32	START
TOP.5ba256eb.00031d32	user_options->separator	:
TOP.5ba256eb.00031d32	user_options->encoding_from	utf-8
TOP.5ba256eb.00031d32	user_options->encoding_to	utf-8
TOP.5ba256eb.00031d32	user_options->rule_buf_l	:
TOP.5ba256eb.00031d32	user_options->rule_buf_r	:
TOP.5ba256eb.00031d32	user_options->session	hashcat
TOP.5ba256eb.00031d32	user_options->limit	0
TOP.5ba256eb.00031d32	user_options->skip	0
TOP.5ba256eb.00031d32	user_options->attack_mode	3
TOP.5ba256eb.00031d32	user_options->benchmark	0
TOP.5ba256eb.00031d32	user_options->benchmark_all	0
TOP.5ba256eb.00031d32	user_options->bitmap_max	24
TOP.5ba256eb.00031d32	user_options->bitmap_min	16
TOP.5ba256eb.00031d32	user_options->debug_mode	0
TOP.5ba256eb.00031d32	user_options->example_hashes	0
TOP.5ba256eb.00031d32	user_options->force	0
TOP.5ba256eb.00031d32	user_options->gpu_temp_abort	80
TOP.5ba256eb.00031d32	user_options->gpu_temp_disable	0
TOP.5ba256eb.00031d32	user_options->hash_mode	2500
TOP.5ba256eb.00031d32	user_options->hex_charset	0
TOP.5ba256eb.00031d32	user_options->hex_salt	0
TOP.5ba256eb.00031d32	user_options->hex_wordlist	0
TOP.5ba256eb.00031d32	user_options->increment	0
TOP.5ba256eb.00031d32	user_options->increment_max	256
TOP.5ba256eb.00031d32	user_options->increment_min	1
TOP.5ba256eb.00031d32	user_options->keep_guessing	0
TOP.5ba256eb.00031d32	user_options->kernel_accel	0
